# r=8.000000e+02
# M=2.700298e+00
# u/M:0 Reh/M:1 Imh/M:2 Redh:3 Imdh:4 Momega:5 A/M:6 phi:7 t:8
1.708301e+03 -1.315781e-01 2.672151e-02 -1.396477e-03 -7.123452e-03 5.439195e-02 1.342641e-01 8.502336e+01 5.442600e+03
1.708998e+03 -1.305098e-01 3.167134e-02 -1.666302e-03 -7.067132e-03 5.434324e-02 1.342977e-01 8.506107e+01 5.444480e+03
1.709694e+03 -1.292538e-01 3.657830e-02 -1.934052e-03 -7.000583e-03 5.429923e-02 1.343299e-01 8.509879e+01 5.446360e+03
1.710390e+03 -1.278120e-01 4.143529e-02 -2.199318e-03 -6.923896e-03 5.426204e-02 1.343606e-01 8.513650e+01 5.448240e+03
1.711086e+03 -1.261860e-01 4.623527e-02 -2.461691e-03 -6.837180e-03 5.423340e-02 1.343897e-01 8.517422e+01 5.450120e+03
1.711783e+03 -1.243781e-01 5.097128e-02 -2.720767e-03 -6.740559e-03 5.421455e-02 1.344172e-01 8.521194e+01 5.452000e+03
1.712479e+03 -1.223907e-01 5.563647e-02 -2.976148e-03 -6.634172e-03 5.420603e-02 1.344429e-01 8.524966e+01 5.453880e+03
1.713175e+03 -1.202266e-01 6.022406e-02 -3.227440e-03 -6.518174e-03 5.420775e-02 1.344670e-01 8.528739e+01 5.455760e+03
1.713871e+03 -1.178886e-01 6.472741e-02 -3.474260e-03 -6.392734e-03 5.421896e-02 1.344893e-01 8.532512e+01 5.457640e+03
1.714567e+03 -1.153802e-01 6.914000e-02 -3.716227e-03 -6.258034e-03 5.423837e-02 1.345099e-01 8.536286e+01 5.459520e+03
1.715264e+03 -1.127047e-01 7.345543e-02 -3.952975e-03 -6.114271e-03 5.426427e-02 1.345290e-01 8.540061e+01 5.461400e+03
1.715960e+03 -1.098660e-01 7.766745e-02 -4.184142e-03 -5.961655e-03 5.429464e-02 1.345465e-01 8.543836e+01 5.463280e+03
1.716656e+03 -1.068680e-01 8.176997e-02 -4.409379e-03 -5.800407e-03 5.432731e-02 1.345626e-01 8.547613e+01 5.465160e+03
1.717352e+03 -1.037151e-01 8.575703e-02 -4.628349e-03 -5.630764e-03 5.436019e-02 1.345775e-01 8.551390e+01 5.467040e+03
1.718049e+03 -1.004117e-01 8.962286e-02 -4.840723e-03 -5.452971e-03 5.439137e-02 1.345911e-01 8.555169e+01 5.468920e+03
1.718745e+03 -9.696257e-02 9.336188e-02 -5.046187e-03 -5.267289e-03 5.441924e-02 1.346038e-01 8.558948e+01 5.470800e+03
1.719441e+03 -9.337256e-02 9.696866e-02 -5.244439e-03 -5.073986e-03 5.444250e-02 1.346156e-01 8.562729e+01 5.472680e+03
1.720137e+03 -8.964685e-02 1.004380e-01 -5.435189e-03 -4.873344e-03 5.446036e-02 1.346267e-01 8.566511e+01 5.474560e+03
1.720833e+03 -8.579076e-02 1.037649e-01 -5.618161e-03 -4.665653e-03 5.447255e-02 1.346373e-01 8.570294e+01 5.476440e+03
1.721530e+03 -8.180982e-02 1.069444e-01 -5.793092e-03 -4.451215e-03 5.447948e-02 1.346475e-01 8.574078e+01 5.478320e+03
1.722226e+03 -7.770971e-02 1.099721e-01 -5.959735e-03 -4.230338e-03 5.448209e-02 1.346576e-01 8.577864e+01 5.480200e+03
1.722922e+03 -7.349632e-02 1.128435e-01 -6.117852e-03 -4.003341e-03 5.448166e-02 1.346676e-01 8.581650e+01 5.482080e+03
1.723618e+03 -6.917567e-02 1.155545e-01 -6.267223e-03 -3.770547e-03 5.447955e-02 1.346778e-01 8.585438e+01 5.483960e+03
1.724314e+03 -6.475392e-02 1.181012e-01 -6.407638e-03 -3.532287e-03 5.447698e-02 1.346884e-01 8.589227e+01 5.485840e+03
1.725011e+03 -6.023741e-02 1.204797e-01 -6.538905e-03 -3.288899e-03 5.447483e-02 1.346993e-01 8.593017e+01 5.487720e+03
1.725707e+03 -5.563258e-02 1.226868e-01 -6.660840e-03 -3.040723e-03 5.447341e-02 1.347109e-01 8.596808e+01 5.489600e+03
1.726403e+03 -5.094600e-02 1.247192e-01 -6.773275e-03 -2.788104e-03 5.447245e-02 1.347233e-01 8.600600e+01 5.491480e+03
1.727099e+03 -4.618435e-02 1.265738e-01 -6.876055e-03 -2.531391e-03 5.447104e-02 1.347365e-01 8.604393e+01 5.493360e+03
1.727796e+03 -4.135442e-02 1.282480e-01 -6.969037e-03 -2.270937e-03 5.446797e-02 1.347506e-01 8.608187e+01 5.495240e+03
1.728492e+03 -3.646310e-02 1.297392e-01 -7.052093e-03 -2.007095e-03 5.446197e-02 1.347658e-01 8.611982e+01 5.497120e+03
1.729188e+03 -3.151735e-02 1.310453e-01 -7.125106e-03 -1.740224e-03 5.445192e-02 1.347821e-01 8.615777e+01 5.499000e+03
1.729884e+03 -2.652421e-02 1.321642e-01 -7.187972e-03 -1.470684e-03 5.443704e-02 1.347996e-01 8.619574e+01 5.500880e+03
1.730580e+03 -2.149081e-02 1.330943e-01 -7.240601e-03 -1.198838e-03 5.441697e-02 1.348182e-01 8.623371e+01 5.502760e+03
1.731277e+03 -1.642431e-02 1.338340e-01 -7.282918e-03 -9.250510e-04 5.439192e-02 1.348380e-01 8.627169e+01 5.504640e+03
1.731973e+03 -1.133192e-02 1.343820e-01 -7.314856e-03 -6.496924e-04 5.436259e-02 1.348590e-01 8.630967e+01 5.506520e+03
1.732669e+03 -6.220919e-03 1.347375e-01 -7.336366e-03 -3.731336e-04 5.433004e-02 1.348811e-01 8.634766e+01 5.508400e+03
1.733365e+03 -1.098587e-03 1.348998e-01 -7.347410e-03 -9.574878e-05 5.429532e-02 1.349042e-01 8.638565e+01 5.510280e+03
1.734062e+03 4.027761e-03 1.348683e-01 -7.347962e-03 1.820848e-04 5.425936e-02 1.349284e-01 8.642365e+01 5.512160e+03
1.734758e+03 9.150800e-03 1.346429e-01 -7.338011e-03 4.599881e-04 5.422287e-02 1.349535e-01 8.646166e+01 5.514040e+03
1.735454e+03 1.426320e-02 1.342237e-01 -7.317558e-03 7.375792e-04 5.418660e-02 1.349794e-01 8.649967e+01 5.515920e+03
1.736150e+03 1.935763e-02 1.336111e-01 -7.286618e-03 1.014475e-03 5.415139e-02 1.350061e-01 8.653768e+01 5.517800e+03
1.736846e+03 2.442680e-02 1.328056e-01 -7.245219e-03 1.290291e-03 5.411814e-02 1.350333e-01 8.657569e+01 5.519680e+03
1.737543e+03 2.946341e-02 1.318082e-01 -7.193404e-03 1.564643e-03 5.408764e-02 1.350611e-01 8.661372e+01 5.521560e+03
1.738239e+03 3.446021e-02 1.306200e-01 -7.131228e-03 1.837145e-03 5.406047e-02 1.350892e-01 8.665174e+01 5.523440e+03
1.738935e+03 3.941000e-02 1.292424e-01 -7.058760e-03 2.107414e-03 5.403708e-02 1.351176e-01 8.668977e+01 5.525320e+03
1.739631e+03 4.430563e-02 1.276772e-01 -6.976084e-03 2.375066e-03 5.401785e-02 1.351461e-01 8.672781e+01 5.527200e+03
1.740328e+03 4.914000e-02 1.259263e-01 -6.883297e-03 2.639721e-03 5.400312e-02 1.351746e-01 8.676585e+01 5.529080e+03
1.741024e+03 5.390610e-02 1.239918e-01 -6.780508e-03 2.900998e-03 5.399314e-02 1.352030e-01 8.680390e+01 5.530960e+03
1.741720e+03 5.859700e-02 1.218764e-01 -6.667843e-03 3.158521e-03 5.398789e-02 1.352312e-01 8.684196e+01 5.532840e+03
1.742416e+03 6.320584e-02 1.195827e-01 -6.545438e-03 3.411918e-03 5.398715e-02 1.352591e-01 8.688003e+01 5.534720e+03
1.743112e+03 6.772588e-02 1.171138e-01 -6.413447e-03 3.660819e-03 5.399075e-02 1.352865e-01 8.691810e+01 5.536600e+03
1.743809e+03 7.215050e-02 1.144730e-01 -6.272034e-03 3.904859e-03 5.399883e-02 1.353136e-01 8.695619e+01 5.538480e+03
1.744505e+03 7.647317e-02 1.116637e-01 -6.121378e-03 4.143677e-03 5.401203e-02 1.353400e-01 8.699429e+01 5.540360e+03
1.745201e+03 8.068753e-02 1.086897e-01 -5.961674e-03 4.376919e-03 5.403132e-02 1.353659e-01 8.703240e+01 5.542240e+03
1.745897e+03 8.478731e-02 1.055550e-01 -5.793127e-03 4.604236e-03 5.405781e-02 1.353911e-01 8.707052e+01 5.544120e+03
1.746594e+03 8.876644e-02 1.022640e-01 -5.615957e-03 4.825282e-03 5.409242e-02 1.354157e-01 8.710866e+01 5.546000e+03
1.747290e+03 9.261898e-02 9.882099e-02 -5.430397e-03 5.039722e-03 5.413584e-02 1.354395e-01 8.714681e+01 5.547880e+03
1.747986e+03 9.633915e-02 9.523083e-02 -5.236693e-03 5.247225e-03 5.418848e-02 1.354627e-01 8.718498e+01 5.549760e+03
1.748682e+03 9.992137e-02 9.149844e-02 -5.035102e-03 5.447468e-03 5.425057e-02 1.354852e-01 8.722317e+01 5.551640e+03
1.749378e+03 1.033602e-01 8.762900e-02 -4.825895e-03 5.640138e-03 5.432218e-02 1.355071e-01 8.726138e+01 5.553520e+03
1.750075e+03 1.066505e-01 8.362790e-02 -4.609354e-03 5.824927e-03 5.440314e-02 1.355284e-01 8.729961e+01 5.555400e+03
1.750771e+03 1.097872e-01 7.950074e-02 -4.385771e-03 6.001540e-03 5.449299e-02 1.355492e-01 8.733785e+01 5.557280e+03
1.751467e+03 1.127654e-01 7.525333e-02 -4.155451e-03 6.169689e-03 5.459101e-02 1.355696e-01 8.737612e+01 5.559160e+03
1.752163e+03 1.155807e-01 7.089168e-02 -3.918710e-03 6.329097e-03 5.469620e-02 1.355896e-01 8.741441e+01 5.561040e+03
1.752859e+03 1.182286e-01 6.642198e-02 -3.675873e-03 6.479499e-03 5.480731e-02 1.356093e-01 8.745273e+01 5.562920e+03
1.753556e+03 1.207050e-01 6.185061e-02 -3.427276e-03 6.620638e-03 5.492296e-02 1.356289e-01 8.749107e+01 5.564800e+03
1.754252e+03 1.230061e-01 5.718410e-02 -3.173266e-03 6.752273e-03 5.504159e-02 1.356485e-01 8.752943e+01 5.566680e+03
1.754948e+03 1.251280e-01 5.242919e-02 -2.914200e-03 6.874172e-03 5.516165e-02 1.356682e-01 8.756781e+01 5.568560e+03
1.755644e+03 1.270676e-01 4.759274e-02 -2.650444e-03 6.986119e-03 5.528163e-02 1.356880e-01 8.760622e+01 5.570440e+03
1.756341e+03 1.288215e-01 4.268176e-02 -2.382373e-03 7.087911e-03 5.540014e-02 1.357082e-01 8.764465e+01 5.572320e+03
1.757037e+03 1.303870e-01 3.770342e-02 -2.110370e-03 7.179358e-03 5.551591e-02 1.357289e-01 8.768311e+01 5.574200e+03
1.757733e+03 1.317614e-01 3.266498e-02 -1.834829e-03 7.260287e-03 5.562777e-02 1.357501e-01 8.772158e+01 5.576080e+03
1.758429e+03 1.329425e-01 2.757385e-02 -1.556151e-03 7.330539e-03 5.573464e-02 1.357719e-01 8.776008e+01 5.577960e+03
1.759125e+03 1.339280e-01 2.243753e-02 -1.274743e-03 7.389972e-03 5.583548e-02 1.357946e-01 8.779860e+01 5.579840e+03
1.759822e+03 1.347164e-01 1.726361e-02 -9.910195e-04 7.438461e-03 5.592931e-02 1.358181e-01 8.783714e+01 5.581720e+03
1.760518e+03 1.353061e-01 1.205978e-02 -7.054027e-04 7.475896e-03 5.601517e-02 1.358425e-01 8.787570e+01 5.583600e+03
1.761214e+03 1.356960e-01 6.833762e-03 -4.183191e-04 7.502188e-03 5.609209e-02 1.358680e-01 8.791428e+01 5.585480e+03
1.761910e+03 1.358852e-01 1.593376e-03 -1.302001e-04 7.517263e-03 5.615919e-02 1.358945e-01 8.795287e+01 5.587360e+03
1.762607e+03 1.358730e-01 -3.653536e-03 1.585186e-04 7.521067e-03 5.621565e-02 1.359222e-01 8.799148e+01 5.589240e+03
1.763303e+03 1.356594e-01 -8.899094e-03 4.473991e-04 7.513565e-03 5.626078e-02 1.359510e-01 8.803010e+01 5.591120e+03
1.763999e+03 1.352442e-01 -1.413540e-02 7.360004e-04 7.494741e-03 5.629410e-02 1.359809e-01 8.806873e+01 5.593000e+03
1.764695e+03 1.346279e-01 -1.935457e-02 1.023881e-03 7.464598e-03 5.631539e-02 1.360120e-01 8.810738e+01 5.594880e+03
1.765391e+03 1.338111e-01 -2.454869e-02 1.310600e-03 7.423160e-03 5.632475e-02 1.360443e-01 8.814603e+01 5.596760e+03
1.766088e+03 1.327948e-01 -2.970990e-02 1.595716e-03 7.370468e-03 5.632270e-02 1.360777e-01 8.818470e+01 5.598640e+03
1.766784e+03 1.315802e-01 -3.483037e-02 1.878789e-03 7.306585e-03 5.631008e-02 1.361121e-01 8.822337e+01 5.600520e+03
1.767480e+03 1.301689e-01 -3.990232e-02 2.159384e-03 7.231591e-03 5.628800e-02 1.361475e-01 8.826204e+01 5.602400e+03
1.768176e+03 1.285629e-01 -4.491803e-02 2.437068e-03 7.145586e-03 5.625771e-02 1.361839e-01 8.830072e+01 5.604280e+03
1.768873e+03 1.267643e-01 -4.986986e-02 2.711412e-03 7.048689e-03 5.622046e-02 1.362211e-01 8.833940e+01 5.606160e+03
1.769569e+03 1.247755e-01 -5.475025e-02 2.981995e-03 6.941034e-03 5.617738e-02 1.362590e-01 8.837809e+01 5.608040e+03
1.770265e+03 1.225994e-01 -5.955175e-02 3.248400e-03 6.822776e-03 5.612942e-02 1.362975e-01 8.841677e+01 5.609920e+03
1.770961e+03 1.202389e-01 -6.426702e-02 3.510218e-03 6.694084e-03 5.607736e-02 1.363365e-01 8.845546e+01 5.611800e+03
1.771657e+03 1.176976e-01 -6.888884e-02 3.767046e-03 6.555144e-03 5.602180e-02 1.363759e-01 8.849414e+01 5.613680e+03
1.772354e+03 1.149789e-01 -7.341014e-02 4.018491e-03 6.406159e-03 5.596325e-02 1.364155e-01 8.853282e+01 5.615560e+03
1.773050e+03 1.120867e-01 -7.782397e-02 4.264168e-03 6.247346e-03 5.590212e-02 1.364551e-01 8.857150e+01 5.617440e+03
1.773746e+03 1.090253e-01 -8.212357e-02 4.503701e-03 6.078939e-03 5.583889e-02 1.364947e-01 8.861017e+01 5.619320e+03
1.774442e+03 1.057990e-01 -8.630232e-02 4.736721e-03 5.901185e-03 5.577405e-02 1.365340e-01 8.864885e+01 5.621200e+03
1.775138e+03 1.024126e-01 -9.035379e-02 4.962872e-03 5.714348e-03 5.570822e-02 1.365728e-01 8.868752e+01 5.623080e+03
1.775835e+03 9.887082e-02 -9.427175e-02 5.181808e-03 5.518703e-03 5.564214e-02 1.366111e-01 8.872619e+01 5.624960e+03
1.776531e+03 9.517897e-02 -9.805014e-02 5.393189e-03 5.314545e-03 5.557671e-02 1.366487e-01 8.876485e+01 5.626840e+03
1.777227e+03 9.134239e-02 -1.016831e-01 5.596692e-03 5.102177e-03 5.551297e-02 1.366854e-01 8.880351e+01 5.628720e+03
1.777923e+03 8.736670e-02 -1.051651e-01 5.791999e-03 4.881920e-03 5.545211e-02 1.367210e-01 8.884217e+01 5.630600e+03
1.778620e+03 8.325771e-02 -1.084907e-01 5.978809e-03 4.654105e-03 5.539556e-02 1.367556e-01 8.888083e+01 5.632480e+03
1.779316e+03 7.902147e-02 -1.116547e-01 6.156830e-03 4.419080e-03 5.534493e-02 1.367888e-01 8.891950e+01 5.634360e+03
1.780012e+03 7.466420e-02 -1.146523e-01 6.325782e-03 4.177203e-03 5.530203e-02 1.368207e-01 8.895816e+01 5.636240e+03
1.780708e+03 7.019233e-02 -1.174788e-01 6.485399e-03 3.928843e-03 5.526856e-02 1.368511e-01 8.899682e+01 5.638120e+03
1.781404e+03 6.561246e-02 -1.201297e-01 6.635428e-03 3.674381e-03 5.524586e-02 1.368801e-01 8.903548e+01 5.640000e+03
1.782101e+03 6.093138e-02 -1.226011e-01 6.775629e-03 3.414210e-03 5.523466e-02 1.369075e-01 8.907415e+01 5.641880e+03
1.782797e+03 5.615601e-02 -1.248890e-01 6.905779e-03 3.148729e-03 5.523496e-02 1.369334e-01 8.911283e+01 5.643760e+03
1.783493e+03 5.129346e-02 -1.269898e-01 7.025666e-03 2.878347e-03 5.524606e-02 1.369578e-01 8.915151e+01 5.645640e+03
1.784189e+03 4.635094e-02 -1.289004e-01 7.135096e-03 2.603479e-03 5.526671e-02 1.369807e-01 8.919020e+01 5.647520e+03
1.784886e+03 4.133583e-02 -1.306176e-01 7.233892e-03 2.324548e-03 5.529526e-02 1.370022e-01 8.922890e+01 5.649400e+03
1.785582e+03 3.625560e-02 -1.321389e-01 7.321890e-03 2.041979e-03 5.532985e-02 1.370225e-01 8.926761e+01 5.651280e+03
1.786278e+03 3.111784e-02 -1.334619e-01 7.398948e-03 1.756206e-03 5.536853e-02 1.370416e-01 8.930632e+01 5.653160e+03
1.786974e+03 2.593023e-02 -1.345844e-01 7.464937e-03 1.467661e-03 5.540936e-02 1.370596e-01 8.934505e+01 5.655040e+03
1.787670e+03 2.070053e-02 -1.355046e-01 7.519749e-03 1.176782e-03 5.545041e-02 1.370767e-01 8.938380e+01 5.656920e+03
1.788367e+03 1.543659e-02 -1.362212e-01 7.563292e-03 8.840081e-04 5.548989e-02 1.370931e-01 8.942255e+01 5.658800e+03
1.789063e+03 1.014628e-02 -1.367330e-01 7.595493e-03 5.897791e-04 5.552632e-02 1.371089e-01 8.946132e+01 5.660680e+03
1.789759e+03 4.837544e-03 -1.370390e-01 7.616298e-03 2.945347e-04 5.555864e-02 1.371243e-01 8.950010e+01 5.662560e+03
1.790455e+03 -4.816472e-04 -1.371387e-01 7.625669e-03 -1.284905e-06 5.558635e-02 1.371396e-01 8.953890e+01 5.664440e+03
1.791152e+03 -5.803309e-03 -1.370320e-01 7.623588e-03 -2.972410e-04 5.560938e-02 1.371548e-01 8.957772e+01 5.666320e+03
1.791848e+03 -1.111945e-02 -1.367187e-01 7.610052e-03 -5.928958e-04 5.562796e-02 1.371701e-01 8.961654e+01 5.668200e+03
1.792544e+03 -1.642207e-02 -1.361994e-01 7.585078e-03 -8.878142e-04 5.564235e-02 1.371858e-01 8.965539e+01 5.670080e+03
1.793240e+03 -2.170321e-02 -1.354746e-01 7.548697e-03 -1.181563e-03 5.565272e-02 1.372021e-01 8.969424e+01 5.671960e+03
1.793936e+03 -2.695492e-02 -1.345454e-01 7.500960e-03 -1.473715e-03 5.565927e-02 1.372189e-01 8.973311e+01 5.673840e+03
1.794633e+03 -3.216930e-02 -1.334130e-01 7.441931e-03 -1.763843e-03 5.566233e-02 1.372366e-01 8.977200e+01 5.675720e+03
1.795329e+03 -3.733849e-02 -1.320789e-01 7.371690e-03 -2.051528e-03 5.566253e-02 1.372553e-01 8.981090e+01 5.677600e+03
1.796025e+03 -4.245470e-02 -1.305451e-01 7.290333e-03 -2.336354e-03 5.566079e-02 1.372750e-01 8.984981e+01 5.679480e+03
1.796721e+03 -4.751021e-02 -1.288136e-01 7.197971e-03 -2.617912e-03 5.565806e-02 1.372959e-01 8.988874e+01 5.681360e+03
1.797418e+03 -5.249739e-02 -1.268869e-01 7.094726e-03 -2.895796e-03 5.565522e-02 1.373181e-01 8.992768e+01 5.683240e+03
1.798114e+03 -5.740869e-02 -1.247677e-01 6.980738e-03 -3.169610e-03 5.565294e-02 1.373417e-01 8.996663e+01 5.685120e+03
1.798810e+03 -6.223666e-02 -1.224590e-01 6.856155e-03 -3.438958e-03 5.565171e-02 1.373667e-01 9.000560e+01 5.687000e+03
1.799506e+03 -6.697396e-02 -1.199640e-01 6.721142e-03 -3.703456e-03 5.565192e-02 1.373931e-01 9.004457e+01 5.688880e+03
1.800202e+03 -7.161338e-02 -1.172862e-01 6.575875e-03 -3.962721e-03 5.565385e-02 1.374210e-01 9.008356e+01 5.690760e+03
1.800899e+03 -7.614783e-02 -1.144295e-01 6.420541e-03 -4.216380e-03 5.565770e-02 1.374503e-01 9.012256e+01 5.692640e+03
1.801595e+03 -8.057036e-02 -1.113978e-01 6.255342e-03 -4.464064e-03 5.566361e-02 1.374811e-01 9.016156e+01 5.694520e+03
1.802291e+03 -8.487414e-02 -1.081955e-01 6.080490e-03 -4.705409e-03 5.567164e-02 1.375132e-01 9.020058e+01 5.696400e+03
1.802987e+03 -8.905253e-02 -1.048271e-01 5.896211e-03 -4.940060e-03 5.568184e-02 1.375466e-01 9.023960e+01 5.698280e+03
1.803683e+03 -9.309902e-02 -1.012974e-01 5.702744e-03 -5.167667e-03 5.569424e-02 1.375812e-01 9.027864e+01 5.700160e+03
1.804380e+03 -9.700730e-02 -9.761152e-02 5.500338e-03 -5.387886e-03 5.570884e-02 1.376169e-01 9.031768e+01 5.702040e+03
1.805076e+03 -1.007712e-01 -9.377464e-02 5.289259e-03 -5.600378e-03 5.572550e-02 1.376536e-01 9.035674e+01 5.703920e+03
1.805772e+03 -1.043848e-01 -8.979230e-02 5.069784e-03 -5.804815e-03 5.574403e-02 1.376911e-01 9.039580e+01 5.705800e+03
1.806468e+03 -1.078424e-01 -8.567024e-02 4.842204e-03 -6.000874e-03 5.576413e-02 1.377293e-01 9.043487e+01 5.707680e+03
1.807165e+03 -1.111383e-01 -8.141442e-02 4.606824e-03 -6.188239e-03 5.578547e-02 1.377680e-01 9.047395e+01 5.709560e+03
1.807861e+03 -1.142672e-01 -7.703101e-02 4.363964e-03 -6.366605e-03 5.580771e-02 1.378070e-01 9.051303e+01 5.711440e+03
1.808557e+03 -1.172241e-01 -7.252640e-02 4.113955e-03 -6.535675e-03 5.583058e-02 1.378462e-01 9.055213e+01 5.713320e+03
1.809253e+03 -1.200041e-01 -6.790719e-02 3.857146e-03 -6.695162e-03 5.585393e-02 1.378853e-01 9.059124e+01 5.715200e+03
1.809949e+03 -1.226025e-01 -6.318015e-02 3.593898e-03 -6.844790e-03 5.587778e-02 1.379243e-01 9.063035e+01 5.717080e+03
1.810646e+03 -1.250150e-01 -5.835227e-02 3.324588e-03 -6.984295e-03 5.590240e-02 1.379629e-01 9.066948e+01 5.718960e+03
1.811342e+03 -1.272376e-01 -5.343069e-02 3.049606e-03 -7.113426e-03 5.592830e-02 1.380009e-01 9.070862e+01 5.720840e+03
1.812038e+03 -1.292663e-01 -4.842275e-02 2.769356e-03 -7.231945e-03 5.595619e-02 1.380382e-01 9.074777e+01 5.722720e+03
1.812734e+03 -1.310977e-01 -4.333593e-02 2.484256e-03 -7.339627e-03 5.598688e-02 1.380746e-01 9.078693e+01 5.724600e+03
1.813431e+03 -1.327285e-01 -3.817786e-02 2.194737e-03 -7.436264e-03 5.602123e-02 1.381101e-01 9.082611e+01 5.726480e+03
1.814127e+03 -1.341558e-01 -3.295634e-02 1.901242e-03 -7.521663e-03 5.606004e-02 1.381445e-01 9.086530e+01 5.728360e+03
1.814823e+03 -1.353769e-01 -2.767925e-02 1.604226e-03 -7.595648e-03 5.610410e-02 1.381776e-01 9.090451e+01 5.730240e+03
1.815519e+03 -1.363897e-01 -2.235463e-02 1.304153e-03 -7.658060e-03 5.615418e-02 1.382096e-01 9.094373e+01 5.732120e+03
1.816215e+03 -1.371921e-01 -1.699061e-02 1.001499e-03 -7.708757e-03 5.621088e-02 1.382402e-01 9.098297e+01 5.734000e+03
1.816912e+03 -1.377825e-01 -1.159540e-02 6.967488e-04 -7.747619e-03 5.627463e-02 1.382696e-01 9.102223e+01 5.735880e+03
1.817608e+03 -1.381596e-01 -6.177301e-03 3.903927e-04 -7.774542e-03 5.634548e-02 1.382976e-01 9.106151e+01 5.737760e+03
1.818304e+03 -1.383224e-01 -7.446790e-04 8.292827e-05 -7.789443e-03 5.642309e-02 1.383244e-01 9.110080e+01 5.739640e+03
1.819000e+03 -1.382704e-01 4.694054e-03 -2.251420e-04 -7.792261e-03 5.650675e-02 1.383501e-01 9.114012e+01 5.741520e+03
1.819697e+03 -1.380034e-01 1.013045e-02 -5.333131e-04 -7.782953e-03 5.659548e-02 1.383747e-01 9.117946e+01 5.743400e+03
1.820393e+03 -1.375213e-01 1.555604e-02 -8.410776e-04 -7.761500e-03 5.668811e-02 1.383983e-01 9.121883e+01 5.745280e+03
1.821089e+03 -1.368247e-01 2.096233e-02 -1.147929e-03 -7.727901e-03 5.678339e-02 1.384212e-01 9.125821e+01 5.747160e+03
1.821785e+03 -1.359145e-01 2.634088e-02 -1.453360e-03 -7.682179e-03 5.688006e-02 1.384435e-01 9.129762e+01 5.749040e+03
1.822481e+03 -1.347917e-01 3.168321e-02 -1.756869e-03 -7.624377e-03 5.697683e-02 1.384653e-01 9.133705e+01 5.750920e+03
1.823178e+03 -1.334579e-01 3.698094e-02 -2.057956e-03 -7.554560e-03 5.707241e-02 1.384868e-01 9.137650e+01 5.752800e+03
1.823874e+03 -1.319150e-01 4.222569e-02 -2.356128e-03 -7.472812e-03 5.716540e-02 1.385084e-01 9.141598e+01 5.754680e+03
1.824570e+03 -1.301651e-01 4.740919e-02 -2.650899e-03 -7.379239e-03 5.725430e-02 1.385301e-01 9.145548e+01 5.756560e+03
1.825266e+03 -1.282108e-01 5.252321e-02 -2.941788e-03 -7.273963e-03 5.733761e-02 1.385522e-01 9.149500e+01 5.758440e+03
1.825963e+03 -1.260550e-01 5.755964e-02 -3.228326e-03 -7.157132e-03 5.741384e-02 1.385748e-01 9.153453e+01 5.760320e+03
1.826659e+03 -1.237009e-01 6.251047e-02 -3.510051e-03 -7.028905e-03 5.748167e-02 1.385983e-01 9.157409e+01 5.762200e+03
1.827355e+03 -1.211520e-01 6.736781e-02 -3.786511e-03 -6.889466e-03 5.753995e-02 1.386226e-01 9.161367e+01 5.764080e+03
1.828051e+03 -1.184121e-01 7.212391e-02 -4.057264e-03 -6.739012e-03 5.758775e-02 1.386481e-01 9.165327e+01 5.765960e+03
1.828747e+03 -1.154854e-01 7.677115e-02 -4.321880e-03 -6.577761e-03 5.762444e-02 1.386748e-01 9.169287e+01 5.767840e+03
1.829444e+03 -1.123763e-01 8.130208e-02 -4.579940e-03 -6.405946e-03 5.764977e-02 1.387028e-01 9.173250e+01 5.769720e+03
1.830140e+03 -1.090895e-01 8.570941e-02 -4.831032e-03 -6.223818e-03 5.766392e-02 1.387322e-01 9.177213e+01 5.771600e+03
1.830836e+03 -1.056300e-01 8.998605e-02 -5.074760e-03 -6.031645e-03 5.766752e-02 1.387631e-01 9.181178e+01 5.773480e+03
1.831532e+03 -1.020032e-01 9.412507e-02 -5.310738e-03 -5.829709e-03 5.766152e-02 1.387954e-01 9.185144e+01 5.775360e+03
1.832228e+03 -9.821442e-02 9.811977e-02 -5.538589e-03 -5.618312e-03 5.764699e-02 1.388293e-01 9.189110e+01 5.777240e+03
1.832925e+03 -9.426963e-02 1.019637e-01 -5.757952e-03 -5.397767e-03 5.762511e-02 1.388645e-01 9.193077e+01 5.779120e+03
1.833621e+03 -9.017483e-02 1.056505e-01 -5.968474e-03 -5.168405e-03 5.759703e-02 1.389011e-01 9.197045e+01 5.781000e+03
1.834317e+03 -8.593631e-02 1.091741e-01 -6.169817e-03 -4.930572e-03 5.756382e-02 1.389390e-01 9.201013e+01 5.782880e+03
1.835013e+03 -8.156059e-02 1.125289e-01 -6.361655e-03 -4.684628e-03 5.752647e-02 1.389780e-01 9.204981e+01 5.784760e+03
1.835710e+03 -7.705442e-02 1.157093e-01 -6.543675e-03 -4.430946e-03 5.748575e-02 1.390181e-01 9.208949e+01 5.786640e+03
1.836406e+03 -7.242476e-02 1.187099e-01 -6.715577e-03 -4.169916e-03 5.744229e-02 1.390590e-01 9.212917e+01 5.788520e+03
1.837102e+03 -6.767878e-02 1.215259e-01 -6.877077e-03 -3.901941e-03 5.739662e-02 1.391006e-01 9.216885e+01 5.790400e+03
1.837798e+03 -6.282382e-02 1.241525e-01 -7.027905e-03 -3.627435e-03 5.734914e-02 1.391426e-01 9.220853e+01 5.792280e+03
